TRADEDATE,RU000A0JR779,RU000A0JQAE3,RU000A0JQLL5,RU000A0JQCL4,RU000A0JRHZ1,RU000A0JQYN4,RU000A0JR7G1,RU000A0JQZ18,RU000A0JS751,RU000A0JRJU8,RU000A0JTKZ1,RU000A0JRCJ6,RU000A0JU9V1,RU000A0JTG59,RU000A0JTYA5,RU000A0JREQ7,RU000A0D0G29,RU000A0JSMA2,RU000A0JTJL3,RU000A0JPLH5,RU000A0JU4L3,RU000A0JS3W6,RU000A0JTK38,RU000A0JVW30,RU000A0ZYCK6,RU000A0JXB41,RU000A101FA1,RU000A0ZYU88,RU000A1007F4,RU000A0JXQF2,RU000A101QE0,RU000A100EG3,RU000A0JWM07,RU000A0ZZYW2,RU000A1014N4,RU000A0ZYUA9,RU000A100A82,RU000A0JVW48,RU000A0JXFM1,RU000A0ZYUB7,RU000A101F94,RU000A0GN9A7,RU000A100EF5,RU0002868076
2017-10-26,,,,,,,,,,,101.098,100.899,102.148,101.661,100.714,101.31,98.465,103.361,100.551,,100.038,106.31799999999998,98.85700000000001,102.016,99.486,103.12200000000001,,,,98.539,,,102.45299999999999,,,,,108.795,100.791,,,92.84100000000001,,50.545
2017-10-27,,,,,,,,,,,101.074,100.94200000000001,102.036,101.602,100.46600000000001,101.09100000000001,98.728,103.037,100.182,93.14399999999999,99.735,106.14,98.708,101.792,98.975,102.95100000000001,,,,98.40899999999999,,,102.257,,,,,108.587,100.61399999999999,,,93.291,,50.5555
2017-10-30,,,,,,,,,,,101.162,100.97799999999998,102.146,101.59100000000001,100.706,101.217,98.406,103.25,100.322,93.48,99.86200000000001,106.37,98.953,101.893,99.105,103.081,,,,98.51700000000001,,,102.49,,,,,108.906,100.80799999999999,,,93.406,,50.5595
2017-10-31,,,,,,,,,,,101.176,101.02,102.174,101.66700000000002,100.609,101.135,98.79799999999999,103.12,100.29,93.49700000000001,99.84,106.206,98.88600000000001,101.92200000000001,99.03399999999999,102.98700000000001,,,,98.527,,,102.47499999999998,,,,,108.84899999999999,100.71799999999999,,,93.38600000000001,,50.595
2017-11-01,,,,,,,,,,,101.119,101.012,102.205,101.415,100.68200000000002,101.317,98.819,103.194,100.342,93.426,99.905,106.238,99.00299999999999,102.03299999999999,99.21700000000001,103.039,,,,98.48,,,102.538,,,,,108.992,100.804,,,93.357,,50.3135
2017-11-02,,,,,,,,,,,101.225,101.046,102.27600000000001,101.678,100.77,101.26899999999999,98.555,103.35600000000001,100.264,93.53,99.915,106.348,98.955,102.031,99.21600000000001,102.968,,,,98.457,,,102.606,,,,,109.051,100.87,,,93.36,,50.521
2017-11-03,,,,,,,,,,,101.234,101.07600000000001,102.25,101.736,100.78,101.21700000000001,99.22,103.28200000000001,100.29,93.54700000000001,99.866,106.21699999999998,98.751,101.95200000000001,99.103,102.966,,,,98.399,,,102.547,,,,,108.975,100.74,,,93.683,,50.60699999999999
2017-11-07,,,,,,,,,,,101.316,101.167,102.344,101.787,100.756,101.336,98.62700000000001,103.288,100.431,93.613,99.928,106.406,98.928,102.066,99.402,103.015,,,,98.43299999999999,,,102.635,,,,,109.081,100.891,,,93.741,,50.5625
2017-11-08,,,,,,,,,,,101.37299999999999,101.165,102.377,101.792,100.759,101.24799999999999,98.944,103.187,100.08200000000001,93.54,99.73899999999999,106.096,98.779,101.98200000000001,99.186,102.926,,,,98.07,,,102.34200000000001,,,,,108.84200000000001,100.694,,,93.929,,50.6455
2017-11-09,,,,,,,,,,,101.4,101.20100000000001,102.383,101.848,100.875,101.363,98.718,103.29999999999998,100.186,92.78000000000002,99.74799999999999,106.15799999999999,98.738,102.074,99.305,102.937,,,,98.087,,,102.411,,,,,108.857,100.516,,,93.699,,50.53999999999999
2017-11-10,,,,,,,,,,,101.44,101.232,102.449,101.816,100.824,101.444,98.73299999999999,103.173,100.161,93.456,99.713,106.159,98.867,102.087,99.367,102.93700000000001,,,,98.083,,,102.59899999999999,,,,,108.81299999999999,100.498,,,93.709,,50.658
2017-11-13,,,,,,,,,,,101.5,101.301,102.494,101.853,100.83,101.51799999999999,98.537,103.105,99.986,,99.552,105.986,98.4,102.169,99.132,102.90999999999998,,,,97.934,,,102.09899999999999,,,,,108.531,100.132,,,93.34200000000001,,50.7105
2017-11-14,,,,,,,,,,,101.509,101.339,102.495,101.846,100.852,101.411,98.593,103.148,100.029,93.383,99.515,105.725,98.255,102.166,99.152,102.853,,,,97.95700000000001,,,101.946,,,,,108.369,100.057,,,93.14299999999999,,50.7245
2017-11-15,,,,,,,,,,,101.488,101.34200000000001,102.48299999999999,101.92200000000001,100.833,101.45299999999999,98.705,103.23100000000001,100.039,93.393,99.615,105.87,98.50299999999999,102.13799999999999,99.071,102.881,,,,97.93299999999999,,,102.047,,,,,108.35099999999998,100.141,,,92.858,,50.6235
2017-11-16,,,,,,,,,,,101.54800000000002,101.359,99.208,101.93500000000002,100.929,101.528,98.739,103.308,100.161,93.12299999999999,99.775,106.094,98.62700000000001,102.273,99.238,103.015,,,,98.061,,,102.266,,,,,108.618,100.44,,,93.24,,50.60999999999999
2017-11-17,,,,,,,,,,,101.572,101.394,99.25400000000002,101.979,101.01700000000001,101.71,98.859,103.37,100.40299999999999,93.454,99.89299999999999,106.432,98.73,102.381,99.62100000000001,103.15899999999999,,,,98.26899999999999,,,102.50399999999999,,,,,108.69,100.59899999999999,,,93.59899999999999,,50.7435
2017-11-20,,,,,,,,,,,101.64,101.458,99.301,102.059,101.07700000000001,101.867,99.01100000000001,103.63799999999999,100.451,,99.92299999999999,106.35700000000001,98.625,102.51,99.71700000000001,103.243,,,,98.294,,,102.546,,,,,108.671,100.491,,,93.668,,50.76
2017-11-21,,,,,,,,,,,101.67299999999999,101.492,99.38,102.12100000000001,101.166,101.8,99.16,103.554,100.444,93.955,99.862,106.286,98.546,102.58,99.66,103.226,,,,98.25399999999999,,,102.691,,,,,108.536,100.42200000000001,,,93.488,,50.6565
2017-11-22,,,,,,,,,,,101.66,101.515,99.41799999999999,102.166,101.14299999999999,101.881,99.18399999999998,103.68099999999998,100.554,93.771,100.14399999999999,106.523,98.82600000000001,102.64600000000002,99.8,103.35,,,,98.631,,,102.835,,,,,108.82,100.757,,,93.688,,50.7795
2017-11-23,,,,,,,,,,,101.697,101.542,99.523,102.22399999999999,101.262,101.963,99.163,103.749,100.71600000000001,94.338,100.214,106.519,99.05599999999998,102.74,99.714,103.46799999999999,,,,98.852,,,103.025,,,,,109.01700000000001,100.90100000000001,,,93.662,,50.805
2017-11-24,,,,,,,,,,,101.73700000000001,101.568,99.525,102.27799999999999,101.305,101.892,99.29799999999999,103.72200000000001,100.725,93.831,100.177,106.806,99.012,102.712,99.644,103.499,,,,98.869,,,103.066,,,,,108.986,100.905,,,93.72,,50.7315
2017-11-27,,,,,,,,,,,101.79899999999999,101.60600000000001,99.62200000000001,102.391,101.354,102.031,99.305,103.912,100.809,94.75299999999999,100.321,106.9,99.17399999999999,102.861,99.751,103.684,,,,99.06700000000001,,,103.18,,,,,109.051,100.98299999999999,,,93.70200000000001,,50.828
2017-11-28,,,,,,,,,,,101.844,101.65799999999999,99.664,102.527,101.15700000000001,102.165,99.5,103.96699999999998,100.90700000000001,94.047,100.432,107.04799999999999,99.36200000000001,102.993,99.882,103.77,,,,99.17299999999999,,,103.262,,,,,109.302,101.182,,,93.662,,50.828
2017-11-29,,,,,,,,,,,101.861,101.708,99.68799999999999,102.64200000000001,101.48200000000001,102.145,99.46700000000001,104.11,100.90299999999999,95.07399999999998,100.579,107.237,99.321,103.01699999999998,99.919,103.779,,,,99.322,,,103.41,,,,,109.403,101.261,,,93.675,,50.8455
2017-11-30,,,,,,,,,,,101.874,101.691,99.71200000000002,102.615,98.318,102.295,97.801,104.04500000000002,100.867,94.47,100.516,107.061,99.185,103.072,99.882,103.811,,,,99.248,,,103.416,,,,,109.273,101.10200000000002,,,93.619,,50.871
2017-12-01,,,,,,,,,,,101.881,101.728,99.801,102.661,98.385,102.359,98.034,104.06600000000002,101.149,94.84699999999998,100.639,107.356,99.395,103.109,99.968,103.87100000000001,,,,99.42,,,103.349,,,,,109.289,101.20200000000001,,,94.12700000000001,,50.891000000000005
2017-12-04,,,,,,,,,,,101.93399999999998,101.778,99.85799999999999,102.766,98.394,102.38,97.965,104.137,101.098,94.417,100.725,107.238,99.328,103.18799999999999,100.02600000000001,103.853,,,,99.55,,,103.322,,,,,109.177,101.02,,,94.034,,50.861000000000004
2017-12-05,,,,,,,,,,,101.949,101.787,99.875,102.76299999999999,98.491,102.5,98.1,104.24799999999999,101.25400000000002,95.168,100.885,107.36399999999999,99.465,103.243,100.038,104.008,,,,99.65,,,103.559,,,,,109.43799999999999,101.194,,,93.95299999999999,,50.902
2017-12-06,,,,,,,,,,,101.977,101.81,99.899,102.8,98.54,102.56799999999998,97.875,104.4,101.176,,100.90699999999998,107.401,99.444,103.21600000000001,100.138,104.12200000000001,,,,99.65999999999998,,,103.624,,,,,109.39399999999999,101.288,,,94.027,,50.91649999999999
2017-12-07,,,,,,,,,,,101.985,101.839,99.924,102.85,98.564,102.728,98.191,104.48899999999999,101.44899999999998,,101.04,107.399,99.54899999999999,103.459,100.324,104.162,,,,99.785,,,103.595,,,,,109.53799999999998,101.238,,,94.381,,50.924
2017-12-08,,,,,,,,,,,102.00299999999999,101.87299999999999,99.94200000000001,102.85600000000001,98.609,102.264,98.11,104.48,101.337,94.221,101.201,107.541,99.668,103.495,100.419,104.26799999999999,,,,99.87200000000001,,,103.727,,,,,109.603,101.338,,,94.164,,50.9585
2017-12-11,,,,,,,,,,,102.05299999999998,101.89,99.987,102.915,98.709,102.744,98.164,104.669,101.667,,101.119,107.631,99.73,103.56,100.47,104.351,,,,99.834,,,103.645,,,,,109.634,101.487,,,94.43299999999999,,50.9695
2017-12-12,,,,,,,,,,,102.09299999999999,101.962,100.009,102.868,98.764,102.697,98.27,104.651,101.68799999999999,94.808,101.363,107.737,99.72299999999998,103.555,100.566,104.45,,,,99.953,,,103.73700000000001,,,,,109.715,101.56900000000002,,,94.23299999999999,,51.022
2017-12-13,,,,,,,,,,,102.133,101.98200000000001,100.014,102.894,98.726,102.725,98.294,104.663,101.611,,101.22,107.601,99.621,103.547,100.445,104.44,,,,100.008,,,103.693,,,,,109.631,101.525,,,94.362,,51.057
2017-12-14,,,,,,,,,,,102.15399999999998,102.012,100.038,99.555,98.84100000000001,102.738,98.31700000000001,104.812,101.757,94.883,101.40100000000001,107.589,99.585,103.555,100.553,100.796,,,,100.027,,,103.661,,,,,109.735,101.649,,,94.507,,51.056999999999995
2017-12-15,,,,,,,,,,,102.195,102.069,100.288,99.625,98.913,102.929,98.58299999999998,104.97499999999998,101.973,96.218,101.70700000000001,107.89299999999999,99.86200000000001,103.73100000000001,100.766,101.194,,,,100.305,,,103.99,,,,,109.89,101.818,,,94.297,,51.026
2017-12-18,,,,,,,,,,,102.251,102.071,100.331,99.9,99.08599999999998,103.021,98.778,105.11,102.397,96.331,101.852,107.93799999999999,99.92,103.9,100.935,101.26100000000001,,,,100.351,,,104.00299999999999,,,,,109.935,101.788,,,95.087,,51.087
2017-12-19,,,,,,,,,,,102.276,102.12700000000001,100.366,99.947,99.22899999999998,102.96,98.81700000000001,105.19100000000002,102.381,95.767,102.01700000000001,108.046,99.896,103.9,100.93,101.397,,,,100.468,,,104.17299999999999,,,,,109.936,101.80799999999999,,,94.867,,
2017-12-20,,,,,,,,,,,102.303,102.14,100.419,100.003,99.33200000000001,103.234,98.527,105.32799999999999,102.587,96.236,102.37700000000001,108.32,100.116,104.039,101.04,101.551,,,,100.706,,,104.371,,,,,109.943,101.829,,,95.116,,51.0745
2017-12-21,,,,,,,,,,,102.321,102.193,100.428,100.036,99.387,103.238,98.539,105.531,102.704,95.615,102.427,108.306,100.04799999999999,104.10799999999999,101.074,101.576,,,,100.701,,,104.497,,,,,110.035,101.866,,,95.155,,51.073
2017-12-22,,,,,,,,,,,102.367,102.186,100.556,100.12299999999999,99.419,103.36399999999999,99.41,105.624,102.82799999999999,96.552,102.397,108.089,100.051,104.21800000000002,101.098,101.619,,,,100.70700000000001,,,104.34,,,,,109.916,101.863,,,94.051,,51.157
2017-12-25,,,,,,,,,,,102.423,102.279,100.653,100.201,99.511,103.587,99.46099999999998,105.67299999999999,102.831,94.829,102.571,108.34799999999998,100.164,104.21,101.19,101.962,,,,100.833,,,104.319,,,,,109.953,101.863,,,94.824,,51.101000000000006
2017-12-26,,,,,,,,,,,102.446,102.28200000000001,100.67,100.243,99.62700000000001,103.76700000000001,99.26799999999999,105.52800000000002,102.865,95.994,102.59299999999999,108.166,100.144,104.214,101.16,101.688,,,,100.972,,,104.249,,,,,110.117,101.75299999999999,,,96.392,,51.157
2017-12-27,,,,,,,,,,,102.45,102.354,100.756,100.27899999999998,99.544,104.166,98.79,105.7,102.933,96.647,102.57,108.242,100.111,104.243,101.215,101.68500000000002,,,,101.019,,,104.25299999999999,,,,,110.172,101.757,,,96.745,,51.19
2017-12-28,,,,,,,,,,,102.522,102.45200000000001,100.794,100.531,99.589,103.802,99.276,105.90100000000001,103.01700000000001,97.465,102.651,108.26,100.11199999999998,104.398,101.27600000000001,101.78399999999999,,,,100.82799999999999,,,104.265,,,,,110.147,101.904,,,96.40299999999999,,51.2565
2017-12-29,,,,,,,,,,,102.552,102.49600000000001,100.84899999999999,100.50399999999999,99.527,103.946,99.53399999999999,105.99500000000002,103.051,96.762,102.76,108.221,100.23200000000001,104.44,101.309,101.579,,,,100.861,,,104.213,,,,,110.382,102.31,,,96.16,,51.5765
2018-01-03,,,,,,,,,,,,102.574,101.00399999999999,100.581,99.712,104.171,100.62299999999999,106.354,102.979,99.20700000000001,102.954,108.545,100.408,104.73899999999999,101.506,102.204,,,,101.18799999999999,,,104.674,,,,,110.505,102.58400000000002,,,97.385,,51.198
2018-01-04,,,,,,,,,,,,102.669,101.13600000000001,100.81200000000001,99.788,104.269,99.151,106.46500000000002,103.34700000000001,98.727,102.876,108.648,100.81200000000001,104.74799999999999,102.15700000000001,102.39200000000001,,,,101.675,,,104.727,,,,,110.686,102.772,,,97.032,,51.218
2018-01-05,,,,,,,,,,,,102.595,101.07999999999998,100.725,99.763,104.335,100.65799999999999,106.529,103.49,98.207,102.949,108.867,100.77600000000001,,101.641,102.311,,,,101.83200000000001,,,104.539,,,,,110.74,102.82,,,96.685,,51.477
2018-01-09,,,,,,,,,,,,102.606,101.213,100.708,100.242,104.49599999999998,99.937,106.476,103.499,97.315,103.387,109.17,101.025,104.61,101.785,102.47399999999999,,,,101.59,,,105.21099999999998,,,,,110.928,102.977,,,96.4,,51.3105
2018-01-10,,,,,,,,,,,,102.633,101.15299999999999,100.919,100.365,104.88,99.948,106.656,103.623,97.545,103.435,109.35600000000001,101.262,105.344,102.058,102.681,,,,101.74700000000001,,,105.344,,,,,111.258,103.355,,,96.43,,51.4225
2018-01-11,,,,,,,,,,,,102.654,101.082,100.73,100.105,104.484,99.969,106.523,103.605,97.89299999999999,103.291,109.119,101.089,104.98299999999999,101.939,102.685,,,,101.521,,,105.059,,,,,111.04899999999999,103.02799999999999,,,96.87700000000001,,51.4335
2018-01-12,,,,,,,,,,,,102.65100000000001,101.069,100.777,100.125,104.56299999999999,100.02100000000002,106.61700000000002,103.817,98.686,103.46700000000001,109.40799999999999,101.28299999999999,105.113,102.147,102.741,,,,101.661,,,105.45299999999999,,,,,111.39,103.021,,,96.719,,51.4425
2018-01-15,,,,,,,,,,,,102.741,101.15200000000002,100.935,100.241,104.747,99.845,106.79299999999999,103.96699999999998,97.949,103.681,109.709,101.706,105.264,102.325,103.018,,,,101.989,,,105.67,,,,,111.712,103.45299999999999,,,96.87000000000002,,51.458999999999996
2018-01-16,,,,,,,,,,,,102.758,101.14200000000001,100.85,100.251,104.72200000000001,99.865,106.62299999999999,103.755,97.98,103.554,109.851,101.571,105.205,102.311,102.918,,,,101.85399999999998,,,105.59700000000001,,,,,111.615,103.406,,,97.509,,51.4805
2018-01-17,,,,,,,,,,,,102.745,101.15200000000002,100.89399999999999,100.196,104.584,99.044,106.46,103.764,97.992,103.326,109.529,101.406,105.19,102.31700000000001,102.84,,,,101.704,,,105.48200000000001,,,,,111.506,103.20299999999999,,,96.935,,51.499
2018-01-18,,,,,,,,,,,,102.762,101.15,100.949,100.20499999999998,104.584,99.406,106.569,103.76100000000001,97.758,103.388,109.78200000000001,101.563,105.238,102.354,102.898,,,,101.867,,,105.59700000000001,,,,,111.48,103.37799999999999,,,97.232,,51.43899999999999
2018-01-19,,,,,,,,,,,,102.796,101.18700000000001,100.939,100.25299999999999,104.736,99.30799999999999,106.665,103.80700000000002,97.887,103.56200000000001,109.874,101.67299999999999,105.291,102.416,103.005,,,,101.90299999999999,,,105.693,,,,,111.55,103.402,,,97.266,,51.4575
2018-01-22,,,,,,,,,,,,102.846,101.257,101.007,100.336,104.823,99.925,106.817,103.87700000000001,96.91,103.616,109.875,101.637,105.335,102.49600000000001,103.193,,,,101.947,,,105.845,,,,,111.56499999999998,103.471,,,97.345,,51.5745
2018-01-23,,,,,,,,,,,,102.83599999999998,101.28,101.013,100.313,104.804,99.605,106.60799999999999,103.88799999999999,99.451,103.634,109.954,101.592,105.333,102.39299999999999,103.0,,,,101.945,,,105.89799999999998,,,,,111.64200000000001,103.448,,,97.338,,51.475
2018-01-24,,,,,,,,,,,,102.852,101.298,100.99700000000001,100.38,104.818,99.912,106.75399999999999,104.03299999999999,99.155,103.704,110.197,101.87100000000001,105.449,102.505,103.15799999999999,,,,102.022,,,106.156,,,,,111.693,103.646,,,97.108,,51.455
2018-01-25,,,,,,,,,,,,102.90700000000001,101.32,100.98299999999999,100.404,104.81,100.037,103.024,104.045,96.773,103.772,110.23900000000002,102.07,105.462,102.54799999999999,103.272,,,,101.98899999999999,,,106.262,,,,,111.891,104.031,,,97.15700000000001,,51.5005
2018-01-26,,,,,,,,,,,,102.931,101.286,100.98,100.21600000000001,104.669,100.084,103.02400000000002,104.02299999999998,93.648,103.64399999999999,110.06,101.839,105.385,102.413,103.088,,,,101.863,,,106.045,,,,,111.756,103.92299999999999,,,97.109,,51.5535
2018-01-29,,,,,,,,,,,,102.977,101.28,100.988,100.24299999999998,104.658,100.224,102.905,104.015,95.098,103.59600000000002,110.052,101.77799999999999,105.32799999999999,102.37200000000001,103.001,,,,101.76100000000001,,,105.958,,,,,111.757,103.819,,,97.02,,51.5825
2018-01-30,,,,,,,,,,,,103.004,101.38,101.09299999999999,100.368,104.868,100.25299999999999,103.084,104.124,93.83200000000001,103.85600000000001,110.618,102.348,105.581,102.666,103.38,,,,102.14399999999999,,,106.528,,,,,112.432,104.47200000000001,,,97.419,,51.5065
2018-01-31,,,,,,,,,,,,103.036,101.463,101.135,100.433,105.016,100.32700000000001,103.16799999999999,104.39,95.251,103.82699999999998,111.05799999999999,103.105,105.667,102.811,104.01799999999999,,,,102.48899999999999,,,107.296,,,,,112.986,105.118,,,97.851,,51.613
2018-02-01,,,,,,,,,,,,103.051,101.427,101.15100000000001,100.47200000000001,104.87899999999999,100.36,103.287,101.04,95.54,103.971,111.36399999999999,99.70700000000001,105.756,102.869,103.566,,,,102.609,,,107.49600000000001,,,,,113.515,105.432,,,98.659,,51.6655
2018-02-02,,,,,,,,,,,,103.074,101.482,101.17,100.53,105.04,100.367,103.367,101.19,95.168,104.136,111.605,99.829,105.792,102.96,103.72100000000002,,,,102.734,,,107.536,,,,,113.62,105.655,,,99.015,,51.6925
2018-02-05,,,,,,,,,,,,103.09,101.525,101.178,100.543,105.009,100.41,103.492,101.336,95.697,104.215,111.67299999999999,99.921,105.779,103.007,103.816,,,,102.90500000000002,,,107.669,,,,,113.93700000000001,105.839,,,99.279,,51.773
2018-02-06,,,,,,,,,,,,103.124,101.52,101.15200000000002,100.53799999999998,104.85700000000001,100.281,103.402,101.212,95.914,104.038,111.501,99.802,105.829,102.917,103.669,,,,102.758,,,107.638,,,,,113.83,105.88799999999999,,,99.194,,51.755
2018-02-07,,,,,,,,,,,,103.144,101.615,101.306,100.65,105.029,100.42,103.777,101.636,95.733,104.484,112.149,100.365,106.053,103.381,104.153,,,,103.348,,,108.123,,,,,114.491,106.607,,,99.48000000000002,,51.787
2018-02-08,,,,,,,,,,,,103.175,101.631,101.331,100.713,105.052,100.464,103.77799999999999,101.738,96.551,104.443,111.72899999999998,100.238,106.085,103.382,104.092,,,,103.15100000000001,,,107.774,,,,,114.51299999999999,106.49,,,99.486,,51.748999999999995
2018-02-09,,,,,,,,,,,,103.18,101.696,101.369,100.806,105.174,100.48200000000001,104.016,101.73899999999999,96.839,104.716,111.941,100.374,106.292,103.455,104.124,,,,103.32800000000002,,,107.84299999999999,,,,,114.43700000000001,106.588,,,99.33,,51.6505
2018-02-12,,,,,,,,,,,,103.194,101.78399999999999,101.458,100.989,105.274,100.486,103.988,101.929,95.33200000000001,104.77,111.996,100.479,106.33200000000001,103.618,104.235,,,,103.472,,,107.98,,,,,114.57799999999999,106.62200000000001,,,99.186,,51.67099999999999
2018-02-13,,,,,,,,,,,,,101.87,101.555,101.096,105.27600000000001,100.531,104.175,101.898,96.357,104.92900000000002,111.932,100.446,106.479,103.532,104.21,,,,103.397,,,107.936,,,,,114.439,106.463,,,98.995,,51.4695
2018-02-14,,,,,,,,,,,,,101.99,101.666,101.124,105.287,100.553,104.23700000000001,101.99700000000001,,104.962,112.022,100.54,106.568,103.566,104.27600000000001,,,,103.461,,,108.008,,,,,114.416,106.546,,,99.038,,51.721000000000004
2018-02-15,,,,,,,,,,,,,102.087,101.75,101.23100000000001,105.45,100.569,104.37899999999999,102.119,97.056,105.114,108.022,100.76299999999999,106.634,103.78300000000002,104.514,,,,103.747,,,108.116,,,,,114.534,106.713,,,95.296,,51.748000000000005
2018-02-16,,,,,,,,,,,,,102.09899999999999,101.91,101.463,105.574,100.70700000000001,104.505,102.39399999999999,96.564,105.395,108.456,101.25,106.786,103.96,104.902,,,,104.10700000000001,,,108.554,,,,,114.93299999999999,107.195,,,95.545,,51.7495
2018-02-19,,,,,,,,,,,,,102.154,101.96,101.62,105.624,100.769,104.77,102.514,96.657,105.509,108.64399999999999,101.28299999999999,106.895,104.15,104.95700000000001,,,,104.145,,,108.619,,,,,115.145,107.359,,,95.741,,51.7655
2018-02-20,,,,,,,,,,,,,102.174,101.972,101.58,105.697,100.794,104.65799999999999,102.383,96.804,105.472,108.53,101.045,106.76100000000001,104.024,104.807,,,,104.137,,,108.565,,,,,114.978,107.233,,,95.649,,51.7935
2018-02-21,,,,,,,,,,,,,102.219,102.053,101.637,105.775,100.811,104.807,102.602,96.821,105.631,108.74,101.27700000000002,106.836,104.137,104.833,,,,104.167,,,108.95299999999999,,,,,115.20299999999999,107.48200000000001,,,95.656,,51.767
2018-02-22,,,,,,,,,,,,,102.246,102.072,101.666,105.79500000000002,100.845,104.777,102.62,96.612,102.185,108.699,101.213,103.128,104.206,105.028,,,,104.133,,,108.917,,,,,115.289,107.385,,,95.656,,51.83
2018-02-26,,,,,,,,,,,,,102.348,102.17900000000002,101.921,105.98099999999998,101.635,105.16,102.976,97.14399999999999,102.579,109.32,101.76700000000001,103.383,104.486,105.354,,,,104.78,,,109.39299999999999,,,,,115.854,107.958,,,96.046,,51.9005
2018-02-27,,,,,,,,,,,,,102.37,102.265,101.82799999999999,106.03399999999999,101.59199999999998,105.035,102.836,96.941,102.293,109.052,101.596,103.32,104.42299999999999,105.264,,,,104.259,,,109.232,,,,,115.39399999999999,107.652,,,96.30799999999999,,51.98499999999999
2018-02-28,,,,,,,,,,,,,102.387,102.228,101.806,106.01899999999999,101.662,105.045,102.738,97.03,102.177,109.11200000000001,101.599,103.4,104.392,105.22899999999998,,99.297,,104.258,,,109.08299999999998,,,,,115.281,107.682,100.20199999999998,,96.608,,52.13649999999999
2018-03-01,,,,,,,,,,,,,102.38799999999999,102.25200000000001,101.803,105.98899999999999,100.12299999999999,105.076,102.73700000000001,97.06700000000001,102.15700000000001,108.953,101.442,103.473,104.344,105.181,,99.01799999999999,,104.196,,,108.906,,,,,115.10600000000001,107.569,100.17299999999999,,96.73899999999999,,25.12375
2018-03-02,,,,,,,,,,,,,102.405,102.265,101.853,105.98299999999999,99.486,105.057,102.735,,102.09899999999999,108.861,101.259,103.413,104.265,105.015,,99.023,,104.069,,,108.712,,,,,115.016,107.569,100.153,,96.812,,25.13725
2018-03-05,,,,,,,,,,,,,102.447,102.28000000000002,101.88500000000002,106.064,99.977,104.969,102.802,,102.285,108.731,101.405,103.463,104.381,105.067,,99.01799999999999,,104.11200000000001,,,108.877,,,,,115.11,107.57,100.26299999999999,,96.601,,25.17375
2018-03-06,,,,,,,,,,,,,102.47,102.393,101.916,106.08200000000001,100.34,105.14200000000001,102.84299999999999,,102.373,108.898,101.56700000000001,103.516,104.455,105.213,,99.17,,104.406,,,109.007,,,,,115.26799999999999,107.751,100.353,,96.684,,25.204
2018-03-07,,,,,,,,,,,,,102.534,102.464,101.97399999999999,106.11399999999999,100.424,105.275,102.922,,102.45700000000001,108.91,101.671,103.595,104.48700000000001,105.339,,99.273,,104.552,,,109.089,,,99.518,,115.34,107.84299999999999,100.55799999999999,,97.135,,25.17775
2018-03-12,,,,,,,,,,,,,102.669,102.572,101.904,106.20200000000001,100.405,105.4,103.11200000000001,97.35600000000001,102.48899999999999,109.128,101.648,103.558,104.55700000000002,105.50399999999999,,99.389,,104.73700000000001,,,109.165,,,99.635,,115.677,108.012,100.559,,97.40899999999999,,25.0685
2018-03-13,,,,,,,,,,,,,102.724,102.61,101.97,106.21,,105.37699999999998,103.11,96.86,102.584,109.103,101.719,103.586,104.507,105.54799999999999,,99.44,,104.70699999999998,,,109.14399999999999,,,99.62200000000001,,115.735,107.904,100.595,,97.512,,25.213500000000003
2018-03-14,,,,,,,,,,,,,102.816,102.645,102.022,106.23100000000001,100.43699999999998,105.395,103.17299999999999,96.877,102.469,109.099,101.63,103.618,104.54799999999999,105.532,,99.38,,104.541,,,109.06900000000002,,,99.547,,115.689,107.875,100.535,,97.348,,25.2405
2018-03-15,,,,,,,,,,,,,102.837,102.697,102.00199999999998,106.27600000000001,100.367,105.295,102.83,96.832,102.35799999999999,108.866,101.467,103.618,104.445,105.439,,99.26999999999998,,104.424,,,108.80599999999998,,,99.177,,115.177,107.387,100.21799999999999,,97.163,,25.2455
2018-03-16,,,,,,,,,,,,,102.747,102.68299999999999,102.06300000000002,106.28,100.315,105.275,102.854,96.838,102.31,108.713,101.351,103.74799999999999,104.479,105.442,,99.315,,104.455,,,108.871,,,99.164,,115.13,107.349,100.22200000000001,,97.384,,25.2495
2018-03-19,,,,,,,,,,,,,102.751,102.705,102.08,106.457,100.085,105.365,103.025,96.457,102.38600000000001,108.82700000000001,101.44200000000001,103.728,104.553,105.56299999999999,,99.479,,104.601,,,108.833,,,99.24799999999999,,115.397,107.398,100.165,,97.284,,25.24675
2018-03-20,,,,,,,,,,,,,102.872,102.832,102.182,106.43200000000002,100.146,105.587,103.118,96.519,102.66,109.191,101.66400000000002,103.89399999999999,104.67200000000001,105.742,,99.504,,104.705,,,109.003,,,99.36399999999999,,115.606,107.745,100.465,,97.336,,25.215999999999998
2018-03-21,,,,,,,,,,,,,102.896,102.87399999999998,102.318,106.655,100.42,105.709,103.374,96.22,102.906,109.429,101.87700000000001,104.09899999999999,104.82600000000001,105.97599999999998,,99.549,,104.929,,,109.322,,,99.79699999999998,,116.21799999999999,108.20200000000001,100.75299999999999,,97.305,,25.2735
