TRADEDATE,RU000A0JR779,RU000A0JQAE3,RU000A0JQLL5,RU000A0JQCL4,RU000A0JRHZ1,RU000A0JQYN4,RU000A0JR7G1,RU000A0JTWW3,RU000A0DY8K8,RU000A0JQZ18,RU000A0JS751,RU000A0JRJU8,RU000A0JTKZ1,RU000A0JRCJ6,RU000A0JP2S9,RU000A0JNHJ4,RU000A0JU9V1,RU000A0JTG59,RU000A0JTYA5,RU000A0JREQ7,RU000A0D0G29,RU000A0JSMA2,RU000A0JTJL3,RU000A0JPLH5,RU000A0JU4L3,RU000A0JRTL6,RU000A0JS3W6,RU000A0JTK38,RU0002868001,RU000A0JS4M5,RU000A0JVW30,RU000A0ZYCK6,RU000A0JXB41,RU000A101FA1,RU000A0ZYU88,RU000A1007F4,RU000A0JXQF2,RU000A101QE0,RU0002867854,RU000A100EG3,RU000A0JWM07,RU000A0ZZYW2,RU000A1014N4,RU000A0ZYUA9,RU000A100A82,RU000A0JVW48,RU000A0JXFM1,RU000A0ZYUB7,RU000A101F94,RU000A0GN9A7,RU000A100EF5,RU0002868076,RU0002867631
2014-03-05,3.385,0.46,2.175,2.363,1.745,0.924,0.8460000000000001,1.841,0.499,0.529,2.696,1.561,0.476,3.432,0.316,1.6960000000000002,2.056,1.435,1.596,2.769,1.745,0.7290000000000001,0.537,0.6900000000000001,0.134,0.604,0.313,0.541,0.7490000000000001,3.74,,,,,,,,,4.9860000000000015,,,,,,,,,,,0.397,,1.745,0.0
2014-03-06,3.404,0.493,2.197,2.393,1.764,0.942,0.866,1.858,0.516,0.5479999999999999,2.717,1.581,0.493,3.4520000000000004,0.332,1.7009999999999998,2.074,1.4529999999999998,1.6130000000000002,2.79,0.019,0.75,0.5559999999999999,0.7070000000000001,0.153,0.626,0.335,0.5599999999999999,0.753,0.021,,,,,,,,,5.0139999999999985,,,,,,,,,,,0.41600000000000004,,0.01,0.0
2014-03-07,3.4240000000000004,0.526,2.2190000000000003,2.424,1.784,0.961,0.8859999999999999,1.874,0.534,0.5670000000000001,2.737,1.6019999999999999,0.51,3.4730000000000003,0.34700000000000003,1.706,2.093,1.472,1.6309999999999998,2.8110000000000004,0.038,0.77,0.575,0.7230000000000001,0.173,0.648,0.35700000000000004,0.579,0.758,0.040999999999999995,,,,,,,,,5.041,,,,,,,,,,,0.435,,0.019,0.0
2014-03-11,3.5010000000000003,0.6579999999999999,2.3080000000000003,2.5469999999999997,1.86,1.037,0.967,1.94,0.605,0.643,2.818,1.6829999999999998,0.5780000000000001,3.555,0.40700000000000003,1.725,2.166,1.546,1.7009999999999998,2.894,0.115,0.8539999999999999,0.6519999999999999,0.7889999999999999,0.24900000000000005,0.738,0.447,0.657,0.7759999999999999,0.123,,,,,,,,,5.151,,,,,,,,,,,0.51,,0.057999999999999996,0.0
2014-03-12,3.5210000000000004,0.6900000000000001,2.33,2.5780000000000003,1.879,1.056,0.987,1.956,0.623,0.662,2.838,1.703,0.595,3.575,0.422,1.73,2.184,1.565,1.7180000000000002,2.915,0.134,0.875,0.6709999999999999,0.805,0.268,0.76,0.469,0.6759999999999999,0.7809999999999999,0.14400000000000002,,,,,,,,,5.178,,,,,,,,,,,0.529,,0.067,0.0
2014-03-13,3.54,0.7230000000000001,2.352,2.608,1.899,1.074,1.0070000000000001,1.973,0.6409999999999999,0.6809999999999999,2.859,1.723,0.612,3.596,0.4370000000000001,1.735,2.2030000000000003,1.584,1.736,2.9360000000000004,0.153,0.8949999999999999,0.6900000000000001,0.8220000000000001,0.28800000000000003,0.782,0.491,0.6950000000000001,0.7859999999999999,0.16399999999999998,,,,,,,,,5.205,,,,,,,,,,,0.5479999999999999,,0.077,0.0
2014-03-14,,0.7559999999999999,2.375,2.639,1.918,1.093,1.027,1.989,0.659,0.6990000000000001,2.879,1.7440000000000002,0.628,3.616,0.452,1.7399999999999998,2.221,1.6019999999999999,1.7530000000000001,2.957,0.173,0.916,0.71,0.8380000000000001,0.307,0.805,0.514,0.7150000000000001,0.79,0.185,,,,,,,,,5.233,,,,,,,,,,,0.5670000000000001,,0.086,0.0
2014-03-17,,0.8550000000000001,2.441,2.7310000000000003,1.975,1.15,1.087,2.0380000000000003,0.7120000000000001,0.7559999999999999,2.94,1.804,0.679,3.678,0.4970000000000001,1.755,2.276,1.658,1.806,3.019,0.23,0.9790000000000001,0.767,0.8880000000000001,0.364,0.8720000000000001,0.581,0.773,0.8039999999999999,0.24700000000000005,,,,,,,,,5.315,,,,,,,,,,,0.624,,0.115,0.0
2014-03-18,,0.8880000000000001,2.463,2.762,1.995,1.169,1.108,2.055,0.73,0.775,2.96,1.825,0.696,3.699,0.512,1.7600000000000002,2.295,1.6769999999999998,1.824,3.04,0.24900000000000005,0.999,0.7859999999999999,0.904,0.384,0.8939999999999999,0.603,0.792,0.8089999999999999,0.267,,,,,,,,,5.3420000000000005,,,,,,,,,,,0.643,,0.125,0.0
2014-03-19,,0.921,2.4850000000000003,2.7920000000000003,2.0140000000000002,1.1880000000000002,1.128,2.071,0.748,0.794,2.98,1.845,0.713,3.719,0.5269999999999999,1.765,2.313,1.6949999999999998,1.841,3.0610000000000004,0.268,1.02,0.805,0.921,0.403,0.917,0.625,0.8109999999999999,0.8140000000000001,0.28800000000000003,,,,,,,,,5.37,,,,,,,,,,,0.662,,0.134,0.0
